Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8
65,62,58,67,42,34,70,30
33,72,71,74,29,2,50,92
36,92,11,90,69,11,46,65
54,99,70,79,12,67,91,53
53,79,91,52,23,59,11,44
89,83,97,14,42,77,51,68
22,13,8,29,54,40,73,44
91,20,62,7,73,32,16,26
90,55,17,40,77,25,94,1
65,75,24,6,87,21,36,53
56,49,70,34,80,29,56,38
71,89,24,55,16,69,57,18
34,78,1,4,51,6,60,83
88,5,39,22,11,53,11,16
81,36,56,76,68,70,56,39
66,4,93,8,53,85,50,18
30,79,44,56,86,55,20,94
50,19,75,71,4,14,32,79
93,45,75,45,99,99,67,55
38,35,17,50,74,18,96,6
2,43,79,71,4,44,54,13
98,23,66,63,17,42,43,78
82,61,2,28,89,99,57,18
64,11,31,9,76,97,84,97
96,46,77,63,99,73,72,57
78,59,32,1,88,32,18,1
13,98,92,77,63,13,45,72
38,91,95,64,95,44,30,14
64,20,15,56,72,35,7,83
73,15,36,30,53,59,42,69
63,71,84,88,38,18,29,9
69,34,16,47,95,37,14,34
48,65,54,45,87,75,47,16
91,59,74,4,14,97,50,80
8,15,59,46,66,4,84,49
13,65,48,33,35,11,27,59
80,59,68,13,81,91,88,55
83,56,89,82,31,73,62,33
7,66,85,54,83,39,44,84
92,56,5,23,55,81,74,70
88,43,99,73,47,96,92,98
44,1,6,73,82,46,31,63
48,28,44,44,94,7,87,80
24,46,87,10,89,30,99,78
88,62,66,90,90,21,30,76
25,70,87,51,28,66,43,97
79,33,41,60,64,97,87,98
14,25,92,77,3,62,28,19
50,93,73,86,85,69,73,68
48,20,84,22,77,36,39,18
59,26,42,68,99,2,63,71
18,75,20,2,26,45,71,9
97,40,50,22,87,3,19,26
42,3,72,68,28,57,95,36
6,61,35,51,56,64,97,80
78,74,60,59,48,97,67,40
33,67,87,35,33,67,79,30
53,19,29,60,47,11,71,4
22,26,63,92,23,65,1,55
63,10,99,17,93,74,52,1
26,14,31,73,39,25,19,13
56,87,46,10,70,19,30,61
88,66,64,67,10,37,72,22
76,25,72,50,56,71,46,2
1,25,42,55,97,18,89,90
80,20,72,13,29,58,86,89
24,7,83,23,57,53,84,83
32,17,66,13,57,96,70,43
9,68,55,21,85,29,59,90
72,63,71,56,17,40,30,1
86,79,4,30,26,26,71,10
50,65,95,20,11,8,72,7
34,77,98,28,59,8,81,11
57,66,41,36,32,22,33,68
21,97,24,75,42,9,99,96
67,2,14,18,24,4,54,62
30,65,59,91,43,8,71,48
37,88,5,46,30,76,2,99
60,57,8,58,73,69,88,63
53,59,5,91,47,56,13,87
59,62,42,74,9,60,24,47
59,57,68,19,45,1,86,55
99,92,54,75,22,11,70,10
10,78,82,25,75,77,80,60
85,37,18,16,26,10,57,99
63,64,22,2,62,5,34,30
52,54,62,30,26,58,10,68
24,59,38,1,38,29,66,35
2,91,27,58,4,63,75,8
35,45,95,50,44,9,87,25
60,88,30,41,7,11,78,55
69,48,79,9,17,79,83,46
61,33,48,86,90,31,16,5
22,31,21,84,47,17,60,82
68,19,71,22,19,19,13,68
62,3,11,23,27,34,9,31
99,83,68,93,73,98,65,14
47,71,62,6,69,66,11,38
8,60,78,51,3,24,14,95
38,94,51,2,17,68,38,10
97,43,71,93,11,51,67,18
68,2,8,18,79,90,71,99
88,69,45,22,61,72,79,15
46,68,14,6,95,20,79,80
1,91,36,30,81,33,77,76
28,16,28,27,31,21,46,47
21,72,10,66,58,68,37,50
87,71,7,78,6,81,24,46
32,51,94,42,13,61,87,33
75,81,95,30,7,75,71,13
14,19,21,56,15,79,70,70
49,53,11,4,50,36,19,55
51,77,87,29,92,3,55,67
43,52,3,66,45,82,24,53
72,36,9,45,29,44,81,45
57,58,64,36,79,62,94,33
77,43,22,87,76,26,61,63
16,42,39,30,19,75,30,89
14,99,6,71,71,26,41,48
5,55,46,69,86,54,31,52
71,40,56,7,70,51,85,7
23,9,47,24,90,17,92,71
89,63,64,89,35,12,33,60
26,78,46,82,42,26,43,17
84,70,74,99,98,95,8,86
87,37,59,50,3,19,3,47
1,95,48,41,86,82,10,73
29,58,1,12,43,64,1,98
94,64,37,12,98,64,78,84
17,55,81,72,99,69,6,63
59,24,22,8,72,63,92,1
80,87,82,38,98,71,89,31
78,2,47,88,63,99,84,68
37,89,68,10,39,61,11,14
87,41,70,29,42,93,89,48
15,13,13,74,15,66,55,45
35,26,9,32,63,41,84,54
12,57,25,10,72,13,62,65
82,94,64,68,89,99,76,37
20,80,56,72,39,19,81,47
60,12,65,77,8,80,17,56
63,47,20,85,96,82,63,67
51,36,73,54,56,18,50,23
42,13,31,71,80,39,68,95
65,44,75,85,44,85,84,49
72,66,87,1,71,78,36,38
33,7,28,57,8,73,83,46
65,28,35,73,2,24,38,89
12,98,4,39,96,30,70,5
55,80,28,49,17,86,97,89
5,84,62,76,85,52,22,32
61,63,72,55,32,12,58,59
66,66,18,67,28,24,5,74
51,50,17,62,81,81,27,9
10,56,19,10,99,49,86,31
16,73,13,41,53,23,30,25
67,59,36,26,57,88,26,77
89,68,67,25,12,81,86,92
60,98,19,10,23,60,29,92
50,27,24,68,37,68,46,53
75,84,55,67,96,7,41,45
92,70,21,27,35,45,14,24
82,94,87,36,74,84,35,48
46,42,82,12,36,70,92,92
31,89,43,38,3,30,43,10
13,68,33,84,87,55,23,92
26,42,42,72,70,74,53,55
62,57,36,59,11,79,36,87
43,36,51,56,98,25,41,93
16,24,81,72,42,57,17,17
15,94,84,74,95,25,95,11
61,62,39,62,51,13,11,70
22,47,67,4,53,46,10,73
79,4,98,99,38,75,72,79
9,59,17,28,26,57,10,18
87,29,23,39,83,52,76,86
49,67,51,42,8,38,20,33
19,10,65,13,6,99,84,93
41,63,80,62,21,61,60,40
24,59,42,34,6,41,62,65
58,40,18,62,88,26,20,97
9,9,43,76,40,57,92,6
88,92,72,18,4,51,43,49
23,7,61,79,99,82,78,38
89,22,69,80,86,78,84,56
54,99,95,1,22,33,7,44
57,80,44,56,93,52,69,59
35,13,96,46,18,49,24,68
20,69,58,11,97,8,55,88
65,81,42,31,72,12,21,90
56,92,82,97,74,91,64,76
53,2,39,29,39,76,96,19
57,35,88,38,30,60,42,12
95,84,6,98,49,65,90,96
85,6,59,28,86,94,3,2
82,3,64,73,24,1,32,56
44,13,51,95,58,96,82,4
8,7,2,42,89,38,45,71
97,12,11,96,65,84,92,39
36,80,81,15,15,73,87,47
50,28,27,46,51,3,80,10
15,32,91,38,27,64,56,80
9,48,99,33,58,60,44,16
44,27,20,9,61,14,62,59
24,18,32,60,74,15,74,57
58,44,3,13,78,60,17,64
63,18,53,92,67,32,71,58
62,91,30,29,22,93,29,76
39,2,2,74,36,40,77,3
99,5,37,26,52,83,67,10
92,45,49,93,11,59,93,49
9,86,98,76,23,40,78,46
5,60,49,22,70,55,84,30
72,73,64,3,60,32,36,5
62,79,5,50,48,77,40,50
61,1,59,16,13,78,90,24
92,45,29,71,50,27,12,67
6,68,13,2,97,50,52,59
98,21,85,69,28,6,74,43
76,24,12,66,69,79,42,63
86,52,82,35,94,49,1,22
97,63,51,76,44,55,46,21
68,72,90,47,65,29,56,15
91,95,83,33,36,42,66,21
68,65,84,27,15,43,18,12
42,92,11,1,12,59,86,52
71,54,18,51,36,35,76,57
11,51,62,10,27,23,17,88
92,70,41,23,46,74,77,20
50,35,69,53,13,47,29,91
68,28,4,69,13,17,34,13
42,95,24,6,48,89,85,32
27,37,97,74,91,21,54,62
50,20,81,44,45,74,71,75
21,42,17,9,77,97,74,10
70,44,20,75,36,15,23,34
11,27,95,3,53,20,59,28
67,75,88,75,27,91,74,24
87,80,87,29,77,67,44,97
11,10,44,6,27,6,26,63
70,77,24,71,90,47,1,25
50,17,95,51,87,8,40,77
4,45,90,16,86,79,80,63
21,75,95,66,62,81,56,24
31,50,30,42,17,20,28,24
78,79,11,23,57,79,98,32
4,48,12,17,67,87,19,79
87,86,38,17,56,79,70,30
29,87,29,33,60,14,8,27
70,76,46,91,23,42,28,98
79,21,33,7,23,50,60,75
72,56,32,59,37,24,50,3
51,17,84,4,87,3,35,58
62,79,39,20,38,72,11,53
35,59,8,61,30,75,31,61
89,79,25,91,63,49,67,77
29,7,12,83,89,18,96,11
67,28,23,66,38,92,36,31
50,35,65,28,28,91,67,39
72,20,69,6,74,64,83,97
25,62,22,18,12,56,69,52
24,8,24,25,36,40,12,82
15,66,52,81,24,11,2,90
36,92,14,82,47,48,75,54
80,20,89,14,42,26,59,65
61,89,61,79,52,91,40,11
59,1,71,41,18,86,67,35
78,56,87,85,15,11,12,4
83,14,43,44,14,99,6,17
26,10,30,95,28,33,93,87
79,99,5,78,66,92,71,77
32,29,57,89,79,91,84,8
89,56,23,90,52,92,75,20
27,93,59,70,24,70,15,35
18,14,6,32,16,53,69,21
91,2,78,92,92,94,8,34
92,92,96,91,79,25,30,88
4,10,97,27,32,47,73,49
46,67,50,54,23,45,44,18
65,17,87,4,45,31,46,77
50,32,60,75,31,22,82,72
28,90,18,4,21,97,61,12
41,34,60,86,5,2,5,67
37,20,82,11,97,64,12,90
88,83,31,15,42,38,35,79
76,31,67,87,93,60,33,21
18,84,21,87,39,64,9,59
94,77,82,76,93,29,7,75
62,34,15,37,90,66,53,88
57,59,89,4,47,3,60,36
81,60,90,21,80,54,63,89
46,65,93,65,95,22,89,75
90,64,57,61,87,62,33,36
27,69,56,22,23,95,21,71
37,73,35,41,50,76,44,4
44,8,64,88,81,10,77,17
44,55,76,95,16,26,99,56
60,9,37,85,98,16,27,54
87,85,17,69,26,49,53,58
63,83,56,13,10,26,93,1
91,15,42,25,52,29,78,19
59,47,4,82,73,79,6,55
18,62,18,31,48,57,35,5
31,15,92,71,56,72,65,21
29,15,38,91,72,17,15,76
52,32,34,31,66,93,35,5
95,12,90,31,97,67,54,2
61,77,27,43,6,27,29,61
51,19,53,86,51,31,72,49
63,24,74,84,82,34,10,44
85,54,59,22,31,29,14,66
23,23,3,42,45,22,1,27
44,13,31,31,22,47,50,95
2,69,7,67,68,44,50,17
79,84,48,33,52,23,90,41
94,75,12,61,68,23,22,46
28,97,95,89,33,50,68,77
21,96,42,65,16,24,8,61
84,11,57,7,5,33,74,62
35,20,77,79,90,59,5,86
72,51,28,26,50,15,27,77
5,7,67,11,7,16,38,65
43,62,18,61,76,69,88,74
53,88,15,57,2,26,61,43
65,75,61,96,73,8,62,24
41,16,64,1,39,84,28,52
21,79,2,82,95,30,85,85
24,34,94,56,48,79,19,28
53,85,32,86,59,75,17,26
86,68,34,20,40,73,74,6
45,22,3,14,56,5,90,92
18,74,35,1,80,87,98,38
41,13,85,12,95,71,39,81
1,64,83,69,3,93,75,11
87,96,44,70,80,14,64,94
95,43,21,64,72,84,8,65
87,34,21,2,33,72,12,30
85,53,71,1,90,48,32,39
24,9,1,15,34,80,44,19
71,6,18,91,6,72,38,89
13,61,51,40,5,77,74,41
51,85,78,62,17,24,24,27
47,64,43,2,92,87,97,99
27,69,14,86,42,56,91,5
13,70,77,75,11,67,61,23
42,12,59,42,32,36,32,99
54,72,96,65,59,98,6,15
96,85,80,49,52,13,99,80
27,78,61,65,28,91,46,14
66,82,63,51,66,14,85,29
52,62,32,39,72,77,9,35
2,81,23,61,44,15,96,1
82,93,2,67,50,24,97,14
61,12,93,54,40,63,80,80
7,3,31,55,48,84,64,44
37,17,57,70,12,90,43,31
10,36,33,2,32,76,58,41
59,61,32,92,44,37,89,54
7,17,9,30,38,74,71,6
10,44,61,15,9,78,97,30
36,12,80,50,20,78,51,72
98,57,85,57,66,98,70,24
17,98,25,85,24,88,40,32
77,49,70,71,56,83,76,38
51,50,85,30,47,44,24,7
27,34,72,93,21,91,10,95
49,59,41,46,73,83,56,44
70,81,28,11,6,65,36,66
16,82,74,34,79,79,82,44
5,70,86,79,23,42,90,23
38,88,21,4,34,51,64,83
99,67,9,31,92,90,17,45
82,11,81,98,5,50,5,46
53,80,75,28,89,16,57,56
40,74,33,11,39,86,27,60
95,46,57,50,5,16,97,66
29,63,43,61,55,71,51,26
87,28,7,72,10,39,48,43
92,84,36,24,19,4,60,1
30,75,88,73,63,5,7,16
19,31,5,95,8,3,12,11
73,85,3,13,12,56,96,39
12,97,26,38,35,14,22,14
56,67,19,50,71,5,89,41
48,83,27,95,3,78,41,22
3,91,60,56,4,69,70,62
51,27,83,69,33,35,92,32
42,30,26,97,95,39,32,17
54,73,11,63,97,29,71,52
34,95,97,2,4,29,8,87
15,20,91,56,15,51,52,69
44,77,6,62,24,85,80,63
91,74,30,92,21,76,69,39
86,40,44,95,14,42,14,64
12,49,80,39,50,13,56,86
50,54,4,56,90,84,5,95
99,61,17,72,41,58,54,53
21,16,57,41,99,23,51,90
57,38,17,97,25,83,88,33
77,98,85,36,36,92,61,24
23,80,54,51,37,77,12,5
33,52,95,81,22,79,44,65
70,57,5,99,35,22,44,40
58,53,90,61,85,81,51,3
23,55,18,36,48,65,20,86
56,53,73,63,60,47,45,21
72,46,65,58,29,78,8,51
3,72,75,70,80,46,76,88
50,14,59,63,48,9,48,74
34,99,10,97,9,93,84,85
45,11,66,91,55,98,60,14
43,5,87,83,45,86,62,77
81,88,41,8,60,17,9,87
45,75,16,10,58,10,98,99
8,13,50,73,54,72,46,69
62,47,70,96,64,30,29,83
41,35,27,14,58,81,69,89
30,47,56,96,71,29,88,14
43,17,58,22,30,84,96,68
68,98,20,33,14,92,69,19
61,93,99,37,78,75,36,54
84,94,42,91,71,99,27,46
26,12,84,49,81,7,26,73
35,20,38,4,38,55,3,59
23,94,75,66,22,10,81,59
15,43,47,5,35,43,1,9
68,40,40,67,52,97,58,91
31,79,69,6,95,38,21,64
51,47,40,16,15,94,35,8
84,72,26,33,2,29,6,78
9,24,84,60,82,94,2,58
22,25,13,65,45,63,44,88
45,78,73,96,74,21,24,90
68,80,89,36,69,91,49,51
24,76,81,58,58,18,13,54
70,22,87,19,59,46,20,38
62,89,14,81,97,93,89,33
83,90,12,35,64,17,50,39
79,91,6,45,79,22,26,59
14,65,7,66,65,66,71,82
19,88,77,34,42,41,65,27
81,59,73,99,90,59,66,45
95,19,55,54,36,66,74,8
3,15,78,77,25,53,83,83
19,91,32,8,99,48,25,89
74,98,45,4,31,65,42,54
98,42,71,26,94,85,11,29
62,33,36,47,48,11,21,39
87,7,83,71,97,33,27,36
56,1,29,23,40,66,81,86
1,23,19,64,80,79,52,44
76,24,46,41,59,1,68,30
61,35,50,71,22,79,28,44
10,92,70,16,73,15,41,72
75,65,50,52,85,66,76,32
84,81,61,44,57,10,7,96
74,57,31,39,74,64,50,37
37,95,57,93,67,34,6,5
32,43,89,60,85,71,74,20
52,66,56,79,36,35,8,95
21,35,75,50,8,39,1,59
78,29,67,58,33,94,5,70
15,93,56,98,8,27,5,60
38,71,66,38,74,41,4,27
43,22,23,15,73,54,14,85
11,44,56,76,65,76,47,89
99,39,70,51,69,66,48,14
96,26,34,26,72,12,38,14
56,8,78,84,21,49,46,73
34,66,20,22,17,33,22,65
90,46,53,57,27,97,29,64
32,44,13,54,10,74,74,15
65,70,23,81,53,9,14,53
32,60,26,12,66,51,65,15
85,45,62,68,49,21,27,65
54,16,98,85,10,15,50,83
97,47,17,80,69,54,60,72
84,38,47,88,17,97,37,31
2,44,18,87,60,84,56,1
89,12,24,53,9,40,28,18
23,2,71,17,37,95,1,7
68,68,10,30,51,64,31,82
16,10,15,56,72,68,64,65
35,27,50,85,75,89,51,61
32,81,81,67,70,56,52,74
51,48,71,33,34,22,51,28
64,15,6,67,35,45,10,42
74,41,90,94,13,20,26,85
94,63,35,71,72,16,49,63
26,63,4,48,11,35,82,66
64,60,14,80,39,66,98,6
65,31,7,85,88,2,81,8
18,68,99,79,93,96,46,73
9,85,68,96,81,19,48,83
87,13,3,22,32,46,29,80
35,83,75,51,91,51,22,61
78,10,21,60,95,24,9,57
39,2,19,95,36,50,67,9
92,7,15,5,88,59,92,36
55,42,24,29,91,78,87,76
29,12,8,42,7,80,2,71
57,41,58,33,18,36,77,93
96,66,19,9,85,73,46,38
51,42,10,72,83,9,75,60
80,71,85,85,11,27,27,99
95,63,68,69,75,24,66,62
19,41,35,28,59,26,73,98
55,26,80,5,99,36,32,64
25,40,49,93,47,21,29,92
37,50,41,94,63,64,35,81
86,22,88,7,81,36,26,67
45,99,16,16,37,84,81,15
60,8,40,43,83,97,72,73
47,44,93,39,61,62,98,33
74,38,23,63,12,19,79,82
24,73,29,61,75,8,98,17
79,95,71,44,56,67,3,16
35,73,83,52,81,92,82,68
54,62,66,59,81,58,75,28
26,37,55,41,19,72,71,88
63,96,86,85,41,23,30,11
17,84,27,22,55,96,43,52
93,74,97,11,28,29,97,70
91,92,20,77,44,62,16,8
41,95,23,94,10,35,71,60
34,8,75,57,47,53,82,82
75,52,77,66,57,76,73,9
78,29,74,79,9,16,6,63
87,8,65,44,85,92,82,57
16,23,85,37,57,50,22,47
43,99,95,65,34,73,78,76
7,68,23,30,21,67,59,18
50,27,97,11,25,71,77,17
67,66,43,92,56,21,50,37
22,58,67,28,56,40,90,27
12,59,49,14,32,79,51,36
31,21,53,52,84,11,17,40
6,76,24,71,67,74,84,69
62,70,89,46,28,85,3,51
44,59,99,73,7,18,6,40
64,70,95,69,57,90,87,73
8,2,27,6,3,61,7,84
49,57,33,27,95,15,19,17
71,81,27,51,34,22,69,71
11,88,66,48,11,98,44,10
33,98,14,24,58,53,8,15
31,6,46,27,67,85,94,33
49,36,31,46,49,27,45,81
17,52,95,98,8,61,20,39
40,85,61,14,87,99,43,78
85,77,21,32,61,67,9,75
25,43,17,76,19,31,40,94
2,86,89,84,54,1,40,35
61,73,33,90,89,47,8,65
78,50,67,55,10,49,10,36
16,63,9,21,53,70,57,35
78,22,12,57,10,70,63,17
42,52,88,71,80,11,60,75
59,75,61,12,35,28,97,33
95,69,93,40,10,42,54,99
33,59,30,96,80,63,18,11
62,40,52,78,35,55,72,55
11,81,45,56,64,63,66,23
66,62,78,45,71,6,28,68
30,82,56,59,24,78,24,73
27,69,56,93,74,45,43,26
58,63,65,44,46,79,11,49
44,74,1,91,46,39,24,94
46,55,13,8,8,93,71,24
14,41,69,79,84,34,18,37
55,76,34,81,98,27,6,50
89,5,70,42,56,11,30,5
66,58,91,15,36,12,49,83
90,48,71,19,50,46,19,97
17,24,99,54,66,79,58,62
35,44,62,85,32,9,8,55
21,45,30,61,71,79,68,2
10,84,67,71,60,40,96,16
60,88,46,70,79,88,7,65
33,71,38,39,90,59,60,79
86,83,26,19,3,34,72,51
29,9,89,31,49,57,88,3
62,26,48,54,50,67,72,72
36,94,92,22,40,53,54,52
74,89,4,45,5,45,47,76
20,59,23,26,48,74,84,57
6,8,3,51,29,3,77,33
99,4,57,99,37,49,9,63
85,30,14,30,79,99,15,29
49,64,92,71,26,60,43,22
41,66,48,30,16,93,18,85
74,1,36,29,12,37,53,97
38,16,85,95,73,98,11,38
41,18,2,8,66,83,8,64
91,86,97,39,87,53,15,34
70,78,47,72,12,59,17,1
41,96,4,25,27,60,46,90
71,69,65,81,94,88,62,45
81,3,29,20,36,29,40,24
15,98,81,95,90,5,83,37
48,1,58,58,52,52,77,36
32,41,50,72,52,90,9,22
35,10,73,14,98,73,46,96
75,53,92,12,23,56,14,74
12,87,85,34,6,41,30,25
69,93,62,23,46,55,1,53
61,88,5,10,92,93,54,68
14,81,50,75,94,65,2,13
84,59,24,59,68,44,43,25
37,68,88,28,81,23,96,65
79,6,28,13,87,99,63,39
5,91,11,20,6,60,51,55
44,24,49,84,65,97,20,72
48,1,36,73,26,36,64,96
56,30,7,27,46,8,12,2
9,78,55,72,62,14,30,96
63,59,47,78,27,3,86,93
95,70,64,64,43,99,86,9
52,82,5,37,53,53,6,33
24,57,36,82,29,12,63,46
39,61,46,17,93,85,25,24
96,11,33,75,27,8,91,49
12,29,57,7,65,2,99,72
92,1,89,38,38,27,65,16
88,91,3,48,17,91,20,94
92,48,86,68,87,23,21,83
94,23,67,40,25,40,15,72
74,68,48,70,94,94,93,80
86,95,65,56,63,37,9,52
39,71,7,48,11,34,17,64
80,15,33,49,6,18,70,97
1,60,52,15,97,2,63,4
44,17,97,84,11,15,70,77
88,10,22,61,73,65,33,24
71,49,18,81,33,89,48,22
8,24,56,57,82,18,49,45
79,27,29,63,10,6,50,56
62,35,95,45,64,52,16,75
67,78,75,65,68,70,56,14
23,4,86,83,60,83,65,56
33,31,3,98,57,82,66,27
14,47,93,95,38,92,77,26
18,44,15,63,36,61,79,47
20,2,12,95,51,70,74,5
25,47,79,12,52,30,31,28
13,92,4,85,57,80,36,60
85,29,1,1,8,13,32,44
15,98,59,57,60,14,39,50
70,68,31,35,97,16,8,47
38,51,57,45,98,70,73,83
60,42,98,84,89,47,78,63
20,58,63,93,41,37,65,9
60,55,48,2,80,25,90,29
74,90,78,28,23,48,41,46
78,44,56,22,37,12,23,75
48,52,20,59,58,70,21,19
26,45,63,40,17,90,2,31
2,66,58,19,32,49,57,90
77,26,93,50,10,25,24,89
93,1,49,98,7,57,28,45
85,81,12,70,50,66,16,73
41,21,86,81,46,14,65,87
38,43,49,96,56,54,19,9
16,50,95,23,41,25,7,58
85,62,5,46,35,24,11,39
20,97,8,20,79,91,87,41
51,93,90,37,55,7,55,70
11,46,78,90,33,85,76,81
27,63,24,27,22,42,37,23
94,67,87,7,44,58,49,88
94,19,50,19,95,40,30,75
86,59,4,66,31,97,75,15
64,95,9,56,79,18,12,9
1,67,88,5,65,6,84,94
59,10,82,13,61,52,62,50
95,32,8,7,75,74,36,24
57,86,71,30,75,79,36,78
82,51,92,63,27,68,30,6
82,87,10,33,72,35,65,85
91,63,58,39,64,85,29,40
51,39,10,98,51,22,57,11
72,42,31,22,94,15,29,40
39,81,12,46,18,50,84,92
15,61,81,21,22,72,98,22
41,14,79,73,52,65,35,94
64,53,79,42,93,57,42,79
33,55,80,4,14,10,91,51
2,80,52,70,33,73,64,32
77,36,20,16,78,19,2,30
66,32,8,68,95,61,12,20
45,14,33,26,72,64,16,18
88,52,62,98,39,66,13,18
86,53,62,71,5,2,98,89
86,75,33,55,43,55,69,19
95,93,63,64,60,87,85,73
51,57,69,64,63,90,31,82
86,22,96,42,60,43,87,89
47,8,47,37,94,94,84,53
22,32,3,99,70,88,3,11
51,72,74,31,26,83,86,71
58,34,50,39,10,34,66,23
35,93,95,33,2,54,95,18
89,38,43,91,96,93,68,68
79,38,39,90,21,61,62,95
45,36,77,15,95,50,3,74
8,94,90,8,11,46,39,40
92,23,77,24,35,3,15,40
76,61,23,7,95,76,93,9
86,60,89,90,2,2,25,36
88,87,20,37,95,62,88,85
41,63,41,95,66,17,25,24
66,47,96,23,48,43,54,30
13,83,81,93,64,77,74,70
82,33,19,34,10,27,57,45
84,58,30,65,21,84,66,1
15,11,23,40,44,64,96,68
30,41,78,44,3,33,85,46
21,50,2,65,92,30,19,30
15,43,30,50,21,42,96,87
10,32,25,18,88,59,60,24
40,27,43,99,20,32,48,6
3,70,21,77,56,98,18,85
87,30,37,45,40,39,26,65
20,34,52,58,48,65,21,74
58,15,37,81,60,87,76,94
84,6,9,47,17,49,45,11
31,63,50,38,32,99,61,86
5,68,27,20,19,36,32,87
11,99,83,21,51,4,55,18
17,76,32,57,26,61,36,38
8,99,51,91,78,23,49,11
39,51,38,75,16,96,34,47
88,41,34,94,35,60,48,92
38,79,8,4,53,15,32,84
4,49,34,94,57,29,16,32
62,77,98,74,14,58,93,43
40,57,46,19,59,76,38,54
80,56,87,91,63,51,39,49
60,57,95,95,91,91,10,93
32,47,25,41,10,82,71,9
31,10,57,80,38,51,69,10
67,62,9,12,73,63,38,49
6,24,66,11,19,16,8,21
95,9,64,72,57,97,9,26
17,13,84,8,88,71,51,68
38,16,75,81,86,1,30,56
34,17,26,62,62,36,43,92
93,25,75,21,56,29,7,28
14,12,77,41,27,34,37,9
45,83,39,53,8,92,82,25
8,38,89,60,71,87,16,20
21,5,29,16,76,94,5,14
12,93,81,76,89,25,71,92
12,28,80,10,11,60,9,78
96,1,76,66,34,90,76,33
73,18,71,84,70,79,7,13
48,87,46,1,52,15,56,69
70,71,90,31,16,62,73,7
35,14,15,89,7,24,46,96
16,1,2,2,19,93,94,68
8,5,43,42,61,30,75,9
15,18,44,34,79,9,18,1
69,42,84,96,92,92,69,43
95,54,47,31,62,46,95,27
15,50,14,35,46,64,4,67
81,61,62,57,28,16,90,88
54,54,4,75,44,30,73,66
11,1,93,5,72,15,1,24
36,4,15,89,6,39,21,47
87,70,94,6,25,19,88,75
26,15,38,59,74,16,3,44
34,65,89,8,89,57,27,81
87,77,40,97,77,8,37,55
91,17,86,75,26,8,61,89
40,43,69,82,82,40,64,60
18,59,30,6,21,84,30,58
13,89,98,77,36,65,59,68
8,58,52,16,58,61,32,71
87,65,9,61,88,30,72,89
80,87,63,26,30,32,76,94
30,24,3,61,24,90,17,9
90,33,49,93,98,22,42,57
94,66,10,10,74,35,5,76
39,14,83,58,50,56,28,79
69,94,3,34,47,99,69,17
56,46,76,29,81,95,16,63
15,51,41,57,67,78,16,2
70,62,40,43,33,43,54,21
4,49,28,98,7,30,63,96
2,26,97,38,25,23,58,51
47,31,10,68,32,54,90,15
90,39,56,57,11,59,30,78
92,87,74,4,15,18,72,45
77,1,13,52,7,71,33,27
92,9,23,10,67,55,63,65
21,7,11,95,17,2,18,95
48,8,71,96,53,14,76,53
74,35,36,18,8,80,28,22
41,11,88,55,25,9,74,24
55,18,95,50,91,22,50,19
53,24,13,73,23,57,39,32
21,29,57,45,91,5,89,33
72,69,69,35,31,86,38,31
36,26,65,81,72,45,34,5
45,8,12,93,13,31,62,19
87,85,35,63,38,48,52,53
59,14,83,10,88,12,69,43
80,60,75,91,26,66,35,82
74,28,65,6,17,39,25,41
8,73,39,85,49,29,60,66
6,19,33,10,97,81,66,72
25,66,2,95,4,57,43,50
95,25,33,85,67,51,29,48
68,74,43,7,3,59,7,34
23,8,94,90,30,30,66,69
28,44,33,66,99,28,2,77
51,55,49,68,98,24,30,83
11,68,6,30,25,67,35,75
69,61,91,24,12,65,3,34
91,9,86,61,73,76,66,62
64,63,11,81,90,33,22,89
57,7,40,90,2,14,30,1
13,17,76,60,85,75,65,2
6,49,73,91,76,8,78,22
86,81,49,57,36,98,50,92
66,3,10,85,82,52,95,37
30,66,6,78,22,30,8,39
62,68,8,30,52,28,23,21
33,59,72,91,29,96,74,44
78,15,35,40,51,66,16,83
66,48,8,1,32,60,33,22
53,54,54,97,13,56,60,79
10,76,25,16,1,53,4,96
25,80,55,75,45,83,68,65
59,77,55,21,47,6,95,2
76,76,58,19,1,16,59,16
28,66,75,11,43,71,33,37
21,81,74,73,13,19,60,36
13,82,67,13,71,35,40,51
88,7,6,1,85,96,61,49
30,79,82,6,75,27,10,22
59,13,77,52,10,36,62,64
94,84,26,47,95,81,75,68
14,89,41,1,31,16,76,38
38,66,87,18,47,61,80,26
37,59,7,87,34,24,8,96
97,11,22,6,23,36,88,17
50,35,52,82,98,18,98,26
21,60,8,5,5,15,79,51
99,51,5,30,80,61,79,27
25,37,57,3,41,92,33,75
65,72,91,93,18,11,39,15
63,40,78,17,31,42,60,86
94,87,33,70,87,56,53,67
72,8,63,97,8,4,28,28
51,93,36,90,43,72,79,87
63,38,6,7,8,99,41,58
64,28,65,6,62,66,55,65
17,43,88,52,31,82,35,2
27,62,44,88,87,90,66,61
59,79,44,43,41,12,8,9
20,86,47,88,66,65,13,8
54,49,58,26,84,74,39,93
12,69,98,53,35,16,10,50
84,67,93,8,91,1,92,20
6,57,87,68,42,45,78,70
53,10,6,69,68,15,30,89
26,58,47,9,77,6,39,73
41,34,53,68,31,65,93,22
38,66,61,17,81,79,51,47
57,37,70,63,70,79,70,24
51,8,69,42,6,81,85,16
60,1,30,79,70,6,37,71
